student_id,Topic,Subtopic,lapse_score,knowledge_score,interest_score,lapse_category,knowledge_category,interest_category,last_interaction_date
80,Geology and Natural Phenomena,"The Rock Cycle: Sedimentary, Magmatic, Metamorphic",40.0,60.0,67.0,Highly lapsed,Moderate knowledge,High interest,2026-05-30
80,Geology and Natural Phenomena,Formation of Diamonds and Precious Stones,9.0,75.0,42.0,Extremely lapsed,High knowledge,Moderate interest,2026-05-30
80,Geology and Natural Phenomena,Coastal and Glacial Erosion,55.0,92.0,24.0,Moderately lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Geology and Natural Phenomena,Paleontology: The Study of Fossils,33.0,56.0,100.0,Highly lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Geology and Natural Phenomena,Geomorphology of Canyons and Mountains,52.0,31.0,69.0,Moderately lapsed,Low knowledge,High interest,2026-05-30
80,Geology and Natural Phenomena,Earth's Magnetism and Pole Reversal,76.0,67.0,67.0,Slightly lapsed,High knowledge,High interest,2026-05-31
80,Geology and Natural Phenomena,Geothermal Resources,82.0,13.0,81.0,Not lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Marketing and Communication,Emotional Branding and Corporate Storytelling,67.0,64.0,53.0,Slightly lapsed,High knowledge,Moderate interest,2026-05-31
80,Marketing and Communication,Influencer Marketing,5.0,67.0,45.0,Extremely lapsed,High knowledge,Moderate interest,2026-05-29
80,Marketing and Communication,Neuromarketing: What Drives Purchasing,74.0,45.0,18.0,Slightly lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Marketing and Communication,SEO and Search Engine Positioning,87.0,15.0,16.0,Not lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Marketing and Communication,Social Media Management and Crisis Management,36.0,5.0,7.0,Highly lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Marketing and Communication,Subliminal Advertising and Visual Persuasion,45.0,91.0,41.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Marketing and Communication,Experiential Marketing,58.0,94.0,67.0,Moderately lapsed,Extremely high knowledge,High interest,2026-05-30
80,Marketing and Communication,Data Analysis and Sales Funnels,62.0,17.0,39.0,Slightly lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Marketing and Communication,Greenwashing and Ethical Marketing,55.0,8.0,50.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Marketing and Communication,Growth Hacking for Startups,11.0,66.0,16.0,Extremely lapsed,High knowledge,Extremely low interest,2026-05-30
80,Physical Wellness and Biohacking,Cold Exposure (Wim Hof Method),79.0,23.0,11.0,Slightly lapsed,Low knowledge,Extremely low interest,2026-05-31
80,Physical Wellness and Biohacking,Targeted Nutritional Supplementation (Nootropics),52.0,72.0,18.0,Moderately lapsed,High knowledge,Extremely low interest,2026-05-30
80,Physical Wellness and Biohacking,Biometric Data Monitoring (Wearables),15.0,63.0,64.0,Extremely lapsed,High knowledge,High interest,2026-05-30
80,Physical Wellness and Biohacking,Red and Infrared Light Therapy,17.0,46.0,17.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Physical Wellness and Biohacking,Strength Training and Bone Density,97.0,46.0,56.0,Not lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Physical Wellness and Biohacking,Flexibility and Joint Mobility,30.0,9.0,33.0,Highly lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Physical Wellness and Biohacking,Sleep Hygiene and Circadian Rhythms,98.0,75.0,55.0,Not lapsed,High knowledge,Moderate interest,2026-05-31
80,Physical Wellness and Biohacking,Breathing Techniques (Pranayama),62.0,80.0,6.0,Slightly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Physical Wellness and Biohacking,Digital Detox,12.0,40.0,4.0,Extremely lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Physical Wellness and Biohacking,Active Longevity and Primary Prevention,79.0,48.0,43.0,Slightly lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Logistics and Supply Chain,Automated Warehouse Management,60.0,50.0,61.0,Moderately lapsed,Moderate knowledge,High interest,2026-05-30
80,Logistics and Supply Chain,Last-mile Delivery Logistics,31.0,11.0,79.0,Highly lapsed,Extremely low knowledge,High interest,2026-05-30
80,Logistics and Supply Chain,"Intermodal Transport (Rail, Road, Sea)",22.0,79.0,82.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Logistics and Supply Chain,Risk Management in the Supply Chain,69.0,22.0,85.0,Slightly lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Logistics and Supply Chain,Cold Chain (Cold Logistics for Pharmaceuticals and Food),36.0,28.0,46.0,Highly lapsed,Low knowledge,Moderate interest,2026-05-30
80,Logistics and Supply Chain,Blockchain for Goods Traceability,75.0,73.0,100.0,Slightly lapsed,High knowledge,Extremely high interest,2026-05-31
80,Logistics and Supply Chain,Route Optimization via Algorithms,80.0,52.0,7.0,Slightly lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Logistics and Supply Chain,Reverse Logistics and Returns Management,15.0,75.0,53.0,Extremely lapsed,High knowledge,Moderate interest,2026-05-30
80,Logistics and Supply Chain,Smart Ports and Customs Digitalization,90.0,5.0,55.0,Not lapsed,Extremely low knowledge,Moderate interest,2026-05-31
80,Logistics and Supply Chain,Sustainability in Heavy Transport,62.0,70.0,43.0,Slightly lapsed,High knowledge,Moderate interest,2026-05-30
80,Meteorology and Climatology,Numerical Weather Prediction Models,41.0,2.0,42.0,Moderately lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Meteorology and Climatology,"Extreme Phenomena: Hurricanes, Tornadoes, and Cyclones",41.0,56.0,7.0,Moderately lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Meteorology and Climatology,Gulf Stream and Thermohaline Circulation,55.0,13.0,78.0,Moderately lapsed,Extremely low knowledge,High interest,2026-05-30
80,Meteorology and Climatology,Jet Stream Dynamics,2.0,94.0,92.0,Extremely lapsed,Extremely high knowledge,Extremely high interest,2026-05-29
80,Meteorology and Climatology,Urban Microclimates and Heat Islands,29.0,88.0,21.0,Highly lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Meteorology and Climatology,"Meteorological Instrumentation (Radar, Satellites, Buoys)",17.0,85.0,11.0,Extremely lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Meteorology and Climatology,Cloud Physics and Precipitation,85.0,29.0,55.0,Not lapsed,Low knowledge,Moderate interest,2026-05-31
80,Meteorology and Climatology,Paleoclimatology: Studying the Climate of the Past,96.0,80.0,2.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
80,Meteorology and Climatology,El Niño and La Niña (Southern Oscillation),11.0,32.0,87.0,Extremely lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Meteorology and Climatology,Aeronautical and Nautical Meteorology,82.0,58.0,64.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Cultural Anthropology,Initiation Rites in Different Cultures,70.0,82.0,58.0,Slightly lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Cultural Anthropology,Evolution of Kinship Structures,76.0,16.0,35.0,Slightly lapsed,Extremely low knowledge,Low interest,2026-05-31
80,Cultural Anthropology,Anthropology of Food: Taboos and Traditions,70.0,38.0,91.0,Slightly lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Cultural Anthropology,Nomadic Cultures and Sedentarism,77.0,71.0,41.0,Slightly lapsed,High knowledge,Moderate interest,2026-05-31
80,Cultural Anthropology,Comparative Mythologies,50.0,94.0,44.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Cultural Anthropology,Symbolism and Rock Art,28.0,63.0,23.0,Highly lapsed,High knowledge,Low interest,2026-05-30
80,Cultural Anthropology,Impact of Globalization on Indigenous Languages,74.0,76.0,71.0,Slightly lapsed,High knowledge,High interest,2026-05-31
80,Cultural Anthropology,Urban Anthropology: Life in Megacities,33.0,77.0,26.0,Highly lapsed,High knowledge,Low interest,2026-05-30
80,Cultural Anthropology,Systems of Gift and Reciprocity (The Potlatch),9.0,89.0,24.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Cultural Anthropology,Ethnobotany: The Relationship between Humans and Plants,84.0,21.0,39.0,Not lapsed,Low knowledge,Low interest,2026-05-31
80,Video Games and Virtual Reality (Gaming),Game Design: Mechanics and Gameplay Loops,4.0,72.0,30.0,Extremely lapsed,High knowledge,Low interest,2026-05-29
80,Video Games and Virtual Reality (Gaming),History of Consoles and Home Computing,57.0,39.0,95.0,Moderately lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Video Games and Virtual Reality (Gaming),Open World Architecture,30.0,31.0,10.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Video Games and Virtual Reality (Gaming),"Graphics Engines (Unreal Engine, Unity)",69.0,83.0,5.0,Slightly lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Video Games and Virtual Reality (Gaming),Augmented Reality (AR) applied to Gaming,59.0,81.0,71.0,Moderately lapsed,Extremely high knowledge,High interest,2026-05-30
80,Video Games and Virtual Reality (Gaming),Interactive Narrative and Branching Storylines,60.0,87.0,27.0,Moderately lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Video Games and Virtual Reality (Gaming),Economy in MMO Games and Microtransactions,43.0,4.0,78.0,Moderately lapsed,Extremely low knowledge,High interest,2026-05-30
80,Video Games and Virtual Reality (Gaming),Evolution of Artificial Intelligence in Enemies,38.0,77.0,73.0,Highly lapsed,High knowledge,High interest,2026-05-30
80,Video Games and Virtual Reality (Gaming),Cloud Gaming and the Future of Streaming,37.0,84.0,77.0,Highly lapsed,Extremely high knowledge,High interest,2026-05-30
80,Video Games and Virtual Reality (Gaming),Sound Design and Adaptive Music in Games,13.0,26.0,65.0,Extremely lapsed,Low knowledge,High interest,2026-05-30
80,Aerospace and Aeronautical Engineering,Aerodynamics and Flight Dynamics,17.0,7.0,81.0,Extremely lapsed,Extremely low knowledge,Extremely high interest,2026-05-30
80,Aerospace and Aeronautical Engineering,"Jet Engines (Turbofans, Scramjets)",43.0,89.0,21.0,Moderately lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Aerospace and Aeronautical Engineering,Avionics and Digital Control Systems,12.0,44.0,8.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Aerospace and Aeronautical Engineering,Composite Materials for Weight Reduction,33.0,97.0,53.0,Highly lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Aerospace and Aeronautical Engineering,Vertical Take-off and Landing Aircraft (VTOL),86.0,85.0,9.0,Not lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Aerospace and Aeronautical Engineering,Global Air Traffic Management,71.0,37.0,100.0,Slightly lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Aerospace and Aeronautical Engineering,Flight Safety and Accident Investigation,31.0,76.0,58.0,Highly lapsed,High knowledge,Moderate interest,2026-05-30
80,Aerospace and Aeronautical Engineering,Helicopters and Rotor Physics,3.0,9.0,95.0,Extremely lapsed,Extremely low knowledge,Extremely high interest,2026-05-29
80,Aerospace and Aeronautical Engineering,Wing Design and Lift,20.0,64.0,27.0,Extremely lapsed,High knowledge,Low interest,2026-05-30
80,Aerospace and Aeronautical Engineering,Hydrogen as Aviation Fuel,81.0,19.0,12.0,Not lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Sociology of Work and Organization,Smart Working and Hybrid Work,77.0,19.0,35.0,Slightly lapsed,Extremely low knowledge,Low interest,2026-05-31
80,Sociology of Work and Organization,Servant Leadership and Talent Management,15.0,46.0,15.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Sociology of Work and Organization,"Diversity, Equity, and Inclusion (DEI) in the Company",55.0,35.0,75.0,Moderately lapsed,Low knowledge,High interest,2026-05-30
80,Sociology of Work and Organization,Organizational Psychology,78.0,34.0,57.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Sociology of Work and Organization,Four-day Workweek,54.0,60.0,10.0,Moderately lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Sociology of Work and Organization,Upskilling and Reskilling the Workforce,84.0,21.0,64.0,Not lapsed,Low knowledge,High interest,2026-05-31
80,Sociology of Work and Organization,Organizational Well-being and Mobbing Prevention,65.0,18.0,37.0,Slightly lapsed,Extremely low knowledge,Low interest,2026-05-31
80,Sociology of Work and Organization,Corporate Culture and Sense of Belonging,75.0,45.0,26.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Sociology of Work and Organization,Automation and Job Displacement,56.0,55.0,95.0,Moderately lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Sociology of Work and Organization,Managing Multicultural and Remote Teams,11.0,88.0,53.0,Extremely lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Chemistry and Biochemistry,Periodic Table: Rare and Transuranic Elements,42.0,3.0,37.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Chemistry and Biochemistry,Organic Chemistry and Drug Synthesis,53.2,18.6,17.599999999999998,Moderately lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Chemistry and Biochemistry,Polymers and Plastics Chemistry,38.0,29.0,40.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Chemistry and Biochemistry,Enzymes and Biological Catalysis,26.8,69.4,22.6,Highly lapsed,High knowledge,Low interest,2026-05-30
80,Chemistry and Biochemistry,Electrochemistry: Batteries and Fuel Cells,96.0,100.0,42.0,Not lapsed,Extremely high knowledge,Moderate interest,2026-05-31
80,Chemistry and Biochemistry,Analytical Chemistry and Spectroscopy,51.0,5.0,34.0,Moderately lapsed,Extremely low knowledge,Low interest,2026-05-30
80,Chemistry and Biochemistry,Radioactivity and Nuclear Chemistry,35.0,24.0,84.0,Highly lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Chemistry and Biochemistry,Green Chemistry,72.0,26.0,82.0,Slightly lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Chemistry and Biochemistry,Chemical Bonds and Molecular Orbitals,45.0,71.0,97.0,Moderately lapsed,High knowledge,Extremely high interest,2026-05-30
80,Chemistry and Biochemistry,Protein Biochemistry and Folding,2.0,2.0,53.0,Extremely lapsed,Extremely low knowledge,Moderate interest,2026-05-29
80,Theater and Performing Arts,History of Greek and Roman Theater,88.0,63.0,5.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
80,Theater and Performing Arts,Commedia dell'Arte and Masks,95.0,25.0,32.0,Not lapsed,Low knowledge,Low interest,2026-05-31
80,Theater and Performing Arts,Stanislavski Method and Modern Acting,97.0,23.0,97.0,Not lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Theater and Performing Arts,Theatrical Scenography and Lighting Design,85.0,45.0,45.0,Not lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Theater and Performing Arts,Contemporary Dramaturgy,41.0,74.0,63.0,Moderately lapsed,High knowledge,High interest,2026-05-30
80,Theater and Performing Arts,Opera and Musical Theater,81.0,97.0,93.0,Not lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Theater and Performing Arts,Theater of the Absurd and Avant-gardes,98.0,43.0,63.0,Not lapsed,Moderate knowledge,High interest,2026-05-31
80,Theater and Performing Arts,Performance Art and Body Art,98.0,39.0,59.0,Not lapsed,Low knowledge,Moderate interest,2026-05-31
80,Theater and Performing Arts,Theatrical Improvisation,27.0,29.0,9.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Theater and Performing Arts,Theatrical Directing: Vision and Interpretation,68.0,31.0,43.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Landscape Ecology and Forestry,Forest Management and Reforestation,19.0,68.0,57.0,Extremely lapsed,High knowledge,Moderate interest,2026-05-30
80,Landscape Ecology and Forestry,River Ecology and Basin Management,45.0,91.0,13.0,Moderately lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Landscape Ecology and Forestry,Ecological Corridors for Wildlife,52.0,4.0,12.0,Moderately lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Landscape Ecology and Forestry,Ecosystem Services of Nature,17.0,30.0,65.0,Extremely lapsed,Low knowledge,High interest,2026-05-30
80,Landscape Ecology and Forestry,Forest Fire Prevention,28.0,29.0,19.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Landscape Ecology and Forestry,Restoration of Degraded Habitats,50.0,38.0,14.0,Moderately lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Landscape Ecology and Forestry,Agroforestry,62.0,6.0,57.0,Slightly lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Landscape Ecology and Forestry,Dynamics of Plant Populations,5.0,3.0,36.0,Extremely lapsed,Extremely low knowledge,Low interest,2026-05-29
80,Landscape Ecology and Forestry,Impact of Exotic Species in Forests,77.0,73.0,68.0,Slightly lapsed,High knowledge,High interest,2026-05-31
80,Landscape Ecology and Forestry,Conservation of Forest Soils,29.0,73.0,81.0,Highly lapsed,High knowledge,Extremely high interest,2026-05-30
80,Democracy and Political Systems,Electoral Systems (Proportional vs Majoritarian),10.0,45.0,84.0,Extremely lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Democracy and Political Systems,Theory of the Separation of Powers,47.0,33.0,100.0,Moderately lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Democracy and Political Systems,Populism and Mass Movements,74.0,79.0,95.0,Slightly lapsed,High knowledge,Extremely high interest,2026-05-31
80,Democracy and Political Systems,"Federalism, Centralism, and Autonomies",2.0,68.0,66.0,Extremely lapsed,High knowledge,High interest,2026-05-29
80,Democracy and Political Systems,Geopolitics of Human Rights,32.0,35.0,7.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Democracy and Political Systems,Lobbying and Pressure Groups,84.0,34.0,60.0,Not lapsed,Low knowledge,Moderate interest,2026-05-31
80,Democracy and Political Systems,Transparency and the Fight against Political Corruption,64.0,54.0,47.0,Slightly lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Democracy and Political Systems,Comparative Government Systems (Presidentialism vs Parliamentarism),97.0,1.0,60.0,Not lapsed,Extremely low knowledge,Moderate interest,2026-05-31
80,Democracy and Political Systems,Digital Participation and E-democracy,1.0,28.0,27.0,Extremely lapsed,Low knowledge,Low interest,2026-05-29
80,Democracy and Political Systems,History of Democratic Thought,43.0,59.0,84.0,Moderately lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Experimental Neuroscience,Mapping the Human Connectome,9.0,52.0,53.0,Extremely lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Experimental Neuroscience,Biological Bases of Consciousness,36.0,60.0,15.0,Highly lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Experimental Neuroscience,Processes of Memorization and Forgetting,1.0,16.0,36.0,Extremely lapsed,Extremely low knowledge,Low interest,2026-05-29
80,Experimental Neuroscience,Neurobiology of Addictions,79.0,50.0,39.0,Slightly lapsed,Moderate knowledge,Low interest,2026-05-31
80,Experimental Neuroscience,Sensory Perception and Synesthesia,76.0,36.0,54.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Experimental Neuroscience,Brain Development in Childhood and Adolescence,66.0,81.0,90.0,Slightly lapsed,Extremely high knowledge,Extremely high interest,2026-05-31
80,Experimental Neuroscience,"Neurodegenerative Diseases (Alzheimer's, Parkinson's)",90.0,32.0,49.0,Not lapsed,Low knowledge,Moderate interest,2026-05-31
80,Experimental Neuroscience,The Role of Dopamine and Serotonin,95.0,13.0,7.0,Not lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Experimental Neuroscience,REM Sleep and Dream Activity,10.0,79.0,63.0,Extremely lapsed,High knowledge,High interest,2026-05-30
80,Experimental Neuroscience,Post-traumatic Brain Plasticity,43.0,83.0,1.0,Moderately lapsed,Extremely high knowledge,Extremely low interest,2026-05-30
80,Transport and Future Mobility,Magnetic Levitation Trains (Maglev),23.0,54.0,44.0,Highly lapsed,Moderate knowledge,Moderate interest,2026-05-30
80,Transport and Future Mobility,Level 5 Autonomous Driving,23.0,27.0,2.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Transport and Future Mobility,Mobility as a Service (MaaS),20.0,57.0,78.0,Extremely lapsed,Moderate knowledge,High interest,2026-05-30
80,Transport and Future Mobility,Infrastructure for Inductive Charging,76.0,31.0,1.0,Slightly lapsed,Low knowledge,Extremely low interest,2026-05-31
80,Transport and Future Mobility,Pedal-assisted Bicycles and Urban Cycling,87.0,38.0,17.0,Not lapsed,Low knowledge,Extremely low interest,2026-05-31
80,Transport and Future Mobility,Bus Rapid Transit (BRT) Systems,36.0,13.0,42.0,Highly lapsed,Extremely low knowledge,Moderate interest,2026-05-30
80,Transport and Future Mobility,Drone Logistics in Urban Areas,46.0,32.0,23.0,Moderately lapsed,Low knowledge,Low interest,2026-05-30
80,Transport and Future Mobility,Road Safety and Vision Zero,83.0,3.0,54.0,Not lapsed,Extremely low knowledge,Moderate interest,2026-05-31
80,Transport and Future Mobility,Decarbonization of Maritime Transport,56.0,91.0,48.0,Moderately lapsed,Extremely high knowledge,Moderate interest,2026-05-30
80,Transport and Future Mobility,Sharing Economy applied to Transport,72.0,39.0,5.0,Slightly lapsed,Low knowledge,Extremely low interest,2026-05-31
80,Comics and Graphic Novels,"History of American Comics (Golden, Silver, Modern Age)",90.0,60.0,38.0,Not lapsed,Moderate knowledge,Low interest,2026-05-31
80,Comics and Graphic Novels,Evolution of Japanese Manga,38.0,55.0,22.0,Highly lapsed,Moderate knowledge,Low interest,2026-05-30
80,Comics and Graphic Novels,The Franco-Belgian School (Ligne Claire),7.0,69.0,84.0,Extremely lapsed,High knowledge,Extremely high interest,2026-05-29
80,Comics and Graphic Novels,Graphic Journalism (Comics as Investigation),50.0,91.0,37.0,Moderately lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Comics and Graphic Novels,Storyboarding and Panel Grammar,54.0,64.0,4.0,Moderately lapsed,High knowledge,Extremely low interest,2026-05-30
80,Comics and Graphic Novels,Webtoons and Digital Comics,70.0,24.0,56.0,Slightly lapsed,Low knowledge,Moderate interest,2026-05-31
80,Comics and Graphic Novels,Auteur Comics in Italy,13.0,91.0,70.0,Extremely lapsed,Extremely high knowledge,High interest,2026-05-30
80,Comics and Graphic Novels,Superheroes: Archetypes and Deconstruction of the Myth,4.0,28.0,95.0,Extremely lapsed,Low knowledge,Extremely high interest,2026-05-29
80,Comics and Graphic Novels,Inking and Coloring Techniques,66.0,6.0,90.0,Slightly lapsed,Extremely low knowledge,Extremely high interest,2026-05-31
80,Comics and Graphic Novels,Editing and Publishing,11.0,93.0,28.0,Extremely lapsed,Extremely high knowledge,Low interest,2026-05-30
80,Emergency Management and Civil Protection,Prediction and Prevention of Natural Risks,93.0,82.0,36.0,Not lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Emergency Management and Civil Protection,Humanitarian Logistics in Disasters,78.0,83.0,35.0,Slightly lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Emergency Management and Civil Protection,Crowd Management in Public Events,10.0,62.0,61.0,Extremely lapsed,High knowledge,High interest,2026-05-30
80,Emergency Management and Civil Protection,Evacuation Plans and Psychology of Emergencies,94.0,76.0,20.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
80,Emergency Management and Civil Protection,First Aid and Disaster Medicine,35.0,61.0,15.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Emergency Management and Civil Protection,Crisis Communication and Early Warning,70.0,18.0,75.0,Slightly lapsed,Extremely low knowledge,High interest,2026-05-31
80,Emergency Management and Civil Protection,Satellite Technologies for Damage Monitoring,57.0,98.0,100.0,Moderately lapsed,Extremely high knowledge,Extremely high interest,2026-05-30
80,Emergency Management and Civil Protection,Resilience of Critical Infrastructures,8.0,45.0,28.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-29
80,Emergency Management and Civil Protection,Role of Organized Volunteering,32.0,72.0,12.0,Highly lapsed,High knowledge,Extremely low interest,2026-05-30
80,Emergency Management and Civil Protection,Pandemic Response and Biosecurity,1.0,65.0,52.0,Extremely lapsed,High knowledge,Moderate interest,2026-05-29
80,Aesthetics and Theory of Art,The Concept of the Sublime in Art,41.0,56.0,88.0,Moderately lapsed,Moderate knowledge,Extremely high interest,2026-05-30
80,Aesthetics and Theory of Art,Iconoclasm and the Destruction of Images,56.0,26.0,96.0,Moderately lapsed,Low knowledge,Extremely high interest,2026-05-30
80,Aesthetics and Theory of Art,The Social Function of Contemporary Art,9.0,58.0,7.0,Extremely lapsed,Moderate knowledge,Extremely low interest,2026-05-30
80,Aesthetics and Theory of Art,Semiotics of the Image,7.0,81.0,67.0,Extremely lapsed,Extremely high knowledge,High interest,2026-05-29
80,Aesthetics and Theory of Art,Museology and Exhibition Curating,43.0,39.0,54.0,Moderately lapsed,Low knowledge,Moderate interest,2026-05-30
80,Aesthetics and Theory of Art,Art Market and Auction Houses,76.0,3.0,44.0,Slightly lapsed,Extremely low knowledge,Moderate interest,2026-05-31
80,Aesthetics and Theory of Art,Restoration and Conservation of Artworks,43.0,47.0,69.0,Moderately lapsed,Moderate knowledge,High interest,2026-05-30
80,Aesthetics and Theory of Art,Generative and Algorithmic Art,94.0,5.0,6.0,Not lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Aesthetics and Theory of Art,The Golden Ratio and Proportions in Art,80.0,38.0,85.0,Slightly lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Aesthetics and Theory of Art,Street Art: Between Vandalism and Urban Enhancement,69.0,55.0,42.0,Slightly lapsed,Moderate knowledge,Moderate interest,2026-05-31
80,Hydrology and Water Resources,The Water Cycle and Water Balance,30.0,24.0,24.0,Highly lapsed,Low knowledge,Low interest,2026-05-30
80,Hydrology and Water Resources,Seawater Desalination,4.0,49.0,37.0,Extremely lapsed,Moderate knowledge,Low interest,2026-05-29
80,Hydrology and Water Resources,Groundwater Management (Aquifers),71.0,40.0,30.0,Slightly lapsed,Low knowledge,Low interest,2026-05-31
80,Hydrology and Water Resources,Purification and Treatment of Wastewater,64.0,44.0,3.0,Slightly lapsed,Moderate knowledge,Extremely low interest,2026-05-31
80,Hydrology and Water Resources,Engineering of Urban Water Networks,69.0,98.0,30.0,Slightly lapsed,Extremely high knowledge,Low interest,2026-05-31
80,Hydrology and Water Resources,"Water Rights and the ""Blue Gold Wars""",97.0,27.0,76.0,Not lapsed,Low knowledge,High interest,2026-05-31
80,Hydrology and Water Resources,Chemical Pollution of Rivers,58.0,55.0,40.0,Moderately lapsed,Moderate knowledge,Low interest,2026-05-30
80,Hydrology and Water Resources,Drip Irrigation Techniques and Agricultural Savings,69.0,20.0,4.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-31
80,Hydrology and Water Resources,Flood Management and Retention Basins,62.0,3.0,18.0,Slightly lapsed,Extremely low knowledge,Extremely low interest,2026-05-30
80,Hydrology and Water Resources,Drinking Water Quality and Health Standards,86.0,38.0,92.0,Not lapsed,Low knowledge,Extremely high interest,2026-05-31
80,Philosophy of Science (Epistemology),The Scientific Method: Induction vs Deduction,59.0,27.0,48.0,Moderately lapsed,Low knowledge,Moderate interest,2026-05-30
80,Philosophy of Science (Epistemology),Karl Popper's Falsificationism,23.0,30.0,12.0,Highly lapsed,Low knowledge,Extremely low interest,2026-05-30
80,Philosophy of Science (Epistemology),Paradigms and Scientific Revolutions (Thomas Kuhn),38.0,46.0,40.0,Highly lapsed,Moderate knowledge,Low interest,2026-05-30
80,Philosophy of Science (Epistemology),Relationship between Observer and Observed,93.0,92.0,14.0,Not lapsed,Extremely high knowledge,Extremely low interest,2026-05-31
80,Philosophy of Science (Epistemology),Scientific Realism vs Antirealism,83.0,64.0,4.0,Not lapsed,High knowledge,Extremely low interest,2026-05-31
