Topic,Subtopic,lapse_score,knowledge_score
Epigrafia e Paleografia,"Evoluzione delle scritture latine (Capitale, Onciale, Gotica)",0.1,0.1
Epigrafia e Paleografia,Decifrazione di sistemi di scrittura ignoti,0.1,0.1
Epigrafia e Paleografia,"Supporti scrittori antichi: papiro, pergamena, cera",0.1,0.1
Epigrafia e Paleografia,Storia dell'alfabeto fenicio e sue derivazioni,0.1,0.1
Epigrafia e Paleografia,Strumenti di scrittura: dallo stilo alla penna d'oca,0.1,0.1
Epigrafia e Paleografia,Conservazione e restauro di manoscritti antichi,0.1,0.1
Epigrafia e Paleografia,Digitalizzazione di archivi storici e manoscritti,0.1,0.1
Epigrafia e Paleografia,Sigillografia: lo studio dei sigilli,0.1,0.1
Epigrafia e Paleografia,Rapporto tra scrittura e potere nelle corti medievali,0.1,0.1
Ingegneria dell'Informazione e del Software,Architetture a microservizi,0.1,0.1
Ingegneria dell'Informazione e del Software,"Cloud Computing: IaaS, PaaS e SaaS",0.1,0.1
Ingegneria dell'Informazione e del Software,Metodologie Agile e Scrum,0.1,0.1
Ingegneria dell'Informazione e del Software,DevOps e integrazione continua (CI/CD),0.1,0.1
Ingegneria dell'Informazione e del Software,User Interface (UI) e User Experience (UX) Design,0.1,0.1
Ingegneria dell'Informazione e del Software,Sviluppo di App native vs Cross-platform,0.1,0.1
Ingegneria dell'Informazione e del Software,Basi di dati SQL vs NoSQL,0.1,0.1
Ingegneria dell'Informazione e del Software,API (Application Programming Interfaces) e integrazioni,0.1,0.1
Ingegneria dell'Informazione e del Software,Test automatici e controllo qualità del codice,0.1,0.1
Ingegneria dell'Informazione e del Software,"Containerizzazione (Docker, Kubernetes)",0.1,0.1
Etologia degli Insetti (Entomologia),Organizzazione sociale nelle colonie di formiche,0.1,0.1
Etologia degli Insetti (Entomologia),Danza delle api e comunicazione della distanza,0.1,0.1
Etologia degli Insetti (Entomologia),Metamorfosi: biologia e controllo ormonale,0.1,0.1
Etologia degli Insetti (Entomologia),Strategie di difesa: mimetismo e aposematismo,0.1,0.1
Etologia degli Insetti (Entomologia),Gli insetti come bioindicatori della qualità ambientale,0.1,0.1
Etologia degli Insetti (Entomologia),Impollinazione e co-evoluzione con le angiosperme,0.1,0.1
Etologia degli Insetti (Entomologia),Insetti parassitoidi e controllo biologico in agricoltura,0.1,0.1
Etologia degli Insetti (Entomologia),Bioacustica: come cantano cicale e grilli,0.1,0.1
Etologia degli Insetti (Entomologia),Architettura degli alveari e dei formicai,0.1,0.1
Etologia degli Insetti (Entomologia),Migrazioni degli insetti (es. la farfalla Monarca),0.1,0.1
Teoria delle Reti e Sistemi Complessi,Piccoli mondi: la teoria dei sei gradi di separazione,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Robustezza delle reti agli attacchi e ai guasti,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Diffusione di epidemie e informazioni nelle reti,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Reti neurali biologiche vs artificiali,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Economia delle reti e mercati interconnessi,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Topologia di Internet e del Web,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Sincronizzazione nei sistemi biologici,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Centralità e influenza nei social network,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Teoria dei grafi applicata alla logistica,0.1,0.1
Teoria delle Reti e Sistemi Complessi,Comportamenti emergenti negli stormi e nelle folle,0.1,0.1
Idrogeologia e Gestione del Suolo,Formazione e protezione delle falde acquifere,0.1,0.1
Idrogeologia e Gestione del Suolo,Subsidenza e abbassamento del livello del suolo,0.1,0.1
Idrogeologia e Gestione del Suolo,Dissesto idrogeologico: frane e smottamenti,0.1,0.1
Idrogeologia e Gestione del Suolo,Chimica delle acque sotterranee,0.1,0.1
Idrogeologia e Gestione del Suolo,Permeabilità dei suoli e urbanizzazione,0.1,0.1
Idrogeologia e Gestione del Suolo,Bonifica di siti contaminati e discariche,0.1,0.1
Idrogeologia e Gestione del Suolo,Erosione del suolo e desertificazione,0.1,0.1
Idrogeologia e Gestione del Suolo,Pozzi artesiani e sfruttamento idrico,0.1,0.1
Idrogeologia e Gestione del Suolo,Modellazione del deflusso superficiale,0.1,0.1
Idrogeologia e Gestione del Suolo,Tecniche di consolidamento dei versanti,0.1,0.1
Psicologia dell'Età Evolutiva,Sviluppo cognitivo nel neonato (Piaget),0.1,0.1
Psicologia dell'Età Evolutiva,Teoria dell'attaccamento (Bowlby),0.1,0.1
Psicologia dell'Età Evolutiva,Acquisizione del linguaggio e tappe evolutive,0.1,0.1
Psicologia dell'Età Evolutiva,L'importanza del gioco nello sviluppo psichico,0.1,0.1
Psicologia dell'Età Evolutiva,Adolescenza: crisi d'identità e distacco dai genitori,0.1,0.1
Psicologia dell'Età Evolutiva,Disturbi dell'apprendimento (DSA),0.1,0.1
Psicologia dell'Età Evolutiva,Bullismo e cyberbullismo: prevenzione a scuola,0.1,0.1
Psicologia dell'Età Evolutiva,Impatto degli schermi sullo sviluppo cerebrale precoce,0.1,0.1
Psicologia dell'Età Evolutiva,Sviluppo morale e senso di giustizia nel bambino,0.1,0.1
Psicologia dell'Età Evolutiva,Dinamiche tra fratelli e ordine di nascita,0.1,0.1
Mitologia Comparata e Folklore,"Archetipi universali (il Diluvio Universale, l'Albero della Vita)",0.1,0.1
Mitologia Comparata e Folklore,"Mitologie delle popolazioni artiche (Inuit, Sami)",0.1,0.1
Mitologia Comparata e Folklore,Leggende metropolitane nell'era digitale (Creepypasta),0.1,0.1
Mitologia Comparata e Folklore,Divinità solari e lunari nelle diverse culture,0.1,0.1
Mitologia Comparata e Folklore,"Mostri e creature leggendarie (Draghi, Chimere, Yokai)",0.1,0.1
Mitologia Comparata e Folklore,Evoluzione delle fiabe popolari (dai Grimm a Disney),0.1,0.1
Mitologia Comparata e Folklore,Culti dei morti e tradizioni funebri mondiali,0.1,0.1
Mitologia Comparata e Folklore,"Spiriti della natura: fate, gnomi e ninfe",0.1,0.1
Mitologia Comparata e Folklore,Il simbolismo degli animali nei miti,0.1,0.1
Mitologia Comparata e Folklore,Feste e rituali legati ai solstizi e agli equinozi,0.1,0.1
Ingegneria Energetica e Storage,"Batterie agli ioni di litio e alternative (Stato solido, Sodio)",0.1,0.1
Ingegneria Energetica e Storage,Stoccaggio dell'idrogeno: sfide tecniche,0.1,0.1
Ingegneria Energetica e Storage,Accumulo idroelettrico (Pompaggio),0.1,0.1
Ingegneria Energetica e Storage,Volani e stoccaggio meccanico dell'energia,0.1,0.1
Ingegneria Energetica e Storage,Microgrid e comunità energetiche,0.1,0.1
Ingegneria Energetica e Storage,Efficienza energetica negli edifici (Classe A+),0.1,0.1
Ingegneria Energetica e Storage,Recupero di calore industriale (Waste Heat Recovery),0.1,0.1
Ingegneria Energetica e Storage,Reti elettriche intelligenti (Smart Grids),0.1,0.1
Ingegneria Energetica e Storage,Supercondensatori per la ricarica ultra-rapida,0.1,0.1
Ingegneria Energetica e Storage,Fotovoltaico a concentrazione e termodinamico,0.1,0.1
Politiche del Welfare e Sanità,Sistemi sanitari a confronto (Pubblico vs Assicurativo),0.1,0.1
Politiche del Welfare e Sanità,Gestione delle malattie croniche e invecchiamento della popolazione,0.1,0.1
Politiche del Welfare e Sanità,Prevenzione vaccinale e sanità pubblica,0.1,0.1
Politiche del Welfare e Sanità,Finanziamento dei sistemi di protezione sociale,0.1,0.1
Politiche del Welfare e Sanità,Riforme pensionistiche e sostenibilità finanziaria,0.1,0.1
Politiche del Welfare e Sanità,Telemedicina e assistenza domiciliare integrata,0.1,0.1
Politiche del Welfare e Sanità,Politiche per la famiglia e natalità,0.1,0.1
Politiche del Welfare e Sanità,Lotta alla povertà e sussidi di disoccupazione,0.1,0.1
Politiche del Welfare e Sanità,Economia sanitaria e analisi dei costi dei farmaci,0.1,0.1
Politiche del Welfare e Sanità,Accesso universale alle cure nei paesi in via di sviluppo,0.1,0.1
Oceanografia Chimica e Fisica,Salinità e densità delle masse d'acqua,0.1,0.1
Oceanografia Chimica e Fisica,Ciclo del carbonio negli oceani e assorbimento di CO2,0.1,0.1
Oceanografia Chimica e Fisica,Nutrienti e produttività primaria (Fitoplancton),0.1,0.1
Oceanografia Chimica e Fisica,Inquinamento da metalli pesanti e petrolio nei mari,0.1,0.1
Oceanografia Chimica e Fisica,"Circolazione termoalina globale (il ""nastro trasportatore"")",0.1,0.1
Oceanografia Chimica e Fisica,Dinamica delle maree e forze astronomiche,0.1,0.1
Oceanografia Chimica e Fisica,Analisi degli isotopi per lo studio dei paleoceani,0.1,0.1
Oceanografia Chimica e Fisica,Barriere termiche e alocline,0.1,0.1
Oceanografia Chimica e Fisica,Sistemi di risalita delle acque profonde (Upwelling),0.1,0.1
Oceanografia Chimica e Fisica,Impatto dello scioglimento dei ghiacci sulla densità marina,0.1,0.1
Lifestyle e Culture Minimaliste,Decluttering: liberare lo spazio fisico e mentale,0.1,0.1
Lifestyle e Culture Minimaliste,Slow Living: rallentare i ritmi quotidiani,0.1,0.1
Lifestyle e Culture Minimaliste,Capsula Wardrobe: ottimizzare il guardaroba,0.1,0.1
Lifestyle e Culture Minimaliste,Nomadismo digitale e minimalismo materiale,0.1,0.1
Lifestyle e Culture Minimaliste,Zero Waste: ridurre i rifiuti domestici al minimo,0.1,0.1
Lifestyle e Culture Minimaliste,Finanza minimalista: risparmio consapevole e anti-consumismo,0.1,0.1
Lifestyle e Culture Minimaliste,L'arte dell'essenziale nel design e modernizzazione,0.1,0.1
Lifestyle e Culture Minimaliste,Meditazione camminata e riconnessione con l'ambiente,0.1,0.1
Lifestyle e Culture Minimaliste,"Disintossicazione dalle notifiche e dal ""sempre connessi""",0.1,0.1
Lifestyle e Culture Minimaliste,Valore delle esperienze rispetto al possesso di oggetti,0.1,0.1
Nanotecnologie,Nanomedicina: veicolazione mirata dei farmaci,0.1,0.1
Nanotecnologie,Nanotubi di carbonio e loro applicazioni,0.1,0.1
Nanotecnologie,Auto-assemblaggio molecolare,0.1,0.1
Nanotecnologie,Nanorobot per la riparazione cellulare,0.1,0.1
Nanotecnologie,Tossicologia dei nanomateriali,0.1,0.1
Nanotecnologie,Sensori nanometrici per la sicurezza ambientale,0.1,0.1
Nanotecnologie,Nanofiltrazione per la potabilizzazione dell'acqua,0.1,0.1
Nanotecnologie,Quantum Dots e schermi di nuova generazione,0.1,0.1
Nanotecnologie,Nanolitografia per microchip sempre più piccoli,0.1,0.1
Nanotecnologie,Superfici superidrofobiche ispirate alla natura,0.1,0.1
Robotica Morbida (Soft Robotics),Attuatori in polimeri elettroattivi,0.1,0.1
Robotica Morbida (Soft Robotics),Robot ispirati ai polpi e ai vermi,0.1,0.1
Robotica Morbida (Soft Robotics),Pinze robotiche per oggetti fragili,0.1,0.1
Robotica Morbida (Soft Robotics),Muscoli artificiali pneumatici,0.1,0.1
Robotica Morbida (Soft Robotics),Robot biodegradabili per uso ambientale,0.1,0.1
Robotica Morbida (Soft Robotics),"Sensori flessibili e ""pelle"" robotica",0.1,0.1
Robotica Morbida (Soft Robotics),Robotica medica endoscopica flessibile,0.1,0.1
Robotica Morbida (Soft Robotics),Modellazione dei solidi deformabili,0.1,0.1
Robotica Morbida (Soft Robotics),Soft robotics per l'esplorazione spaziale,0.1,0.1
Robotica Morbida (Soft Robotics),Interazione uomo-robot sicura (Collaborative Soft Robots),0.1,0.1
Criminologia Digitale e Forensics,Analisi dei mercati nel Dark Web,0.1,0.1
Criminologia Digitale e Forensics,Tracciamento di transazioni in criptovalute sospette,0.1,0.1
Criminologia Digitale e Forensics,Digital Footprinting e investigazioni OSINT,0.1,0.1
Criminologia Digitale e Forensics,Analisi forense dei sistemi cloud,0.1,0.1
Criminologia Digitale e Forensics,Recupero di dati da dispositivi danneggiati,0.1,0.1
Criminologia Digitale e Forensics,Psicologia del cyber-criminale,0.1,0.1
Criminologia Digitale e Forensics,Prevenzione del furto d'identità online,0.1,0.1
Criminologia Digitale e Forensics,Legislazione internazionale sul cybercrime,0.1,0.1
Criminologia Digitale e Forensics,Steganografia: nascondere messaggi nelle immagini,0.1,0.1
Criminologia Digitale e Forensics,Analisi dei log e rilevamento delle intrusioni,0.1,0.1
Scienze del Sonno (Cronobiologia),Architettura del sonno: fasi NREM e REM,0.1,0.1
Scienze del Sonno (Cronobiologia),"Ritmi circadiani e geni ""clock""",0.1,0.1
Scienze del Sonno (Cronobiologia),L'impatto della luce blu sulla melatonina,0.1,0.1
Scienze del Sonno (Cronobiologia),"Disturbi del sonno: apnea, insonnia e narcolessia",0.1,0.1
Scienze del Sonno (Cronobiologia),Il ruolo del sonno nel consolidamento della memoria,0.1,0.1
Scienze del Sonno (Cronobiologia),Sogni lucidi e controllo onirico,0.1,0.1
Scienze del Sonno (Cronobiologia),Jet lag sociale e turnismo lavorativo,0.1,0.1
Scienze del Sonno (Cronobiologia),Sistema glinfatico e pulizia del cervello notturna,0.1,0.1
Scienze del Sonno (Cronobiologia),"Cronotipi: allodole, gufi e leoni",0.1,0.1
Scienze del Sonno (Cronobiologia),Sonnambulismo e parasonnie,0.1,0.1
Ingegneria dei Materiali Tessili,"Fibre sintetiche ad alte prestazioni (Kevlar, Nomex)",0.1,0.1
Ingegneria dei Materiali Tessili,Tessuti intelligenti con memoria di forma,0.1,0.1
Ingegneria dei Materiali Tessili,Riciclo meccanico della lana e del cotone,0.1,0.1
Ingegneria dei Materiali Tessili,Colorazione a secco per il risparmio idrico,0.1,0.1
Ingegneria dei Materiali Tessili,Tessuti traspiranti e membrane Gore-Tex,0.1,0.1
Ingegneria dei Materiali Tessili,Seta di ragno sintetica e biopolimeri,0.1,0.1
Ingegneria dei Materiali Tessili,Filtri tessili per l'industria chimica,0.1,0.1
Ingegneria dei Materiali Tessili,Tessili tecnici per l'edilizia (Geotessili),0.1,0.1
Ingegneria dei Materiali Tessili,Abbigliamento protettivo per ambienti estremi,0.1,0.1
Ingegneria dei Materiali Tessili,L'uso dell'argento e del rame come antibatterici nei tessuti,0.1,0.1
Economia del Comportamento (Nudge Theory),Architettura delle scelte: guidare senza costringere,0.1,0.1
Economia del Comportamento (Nudge Theory),Bias di conferma nelle decisioni finanziarie,0.1,0.1
Economia del Comportamento (Nudge Theory),L'effetto ancoraggio nei prezzi,0.1,0.1
Economia del Comportamento (Nudge Theory),Avversione alla perdita (Loss Aversion),0.1,0.1
Economia del Comportamento (Nudge Theory),Sconto iperbolico: gratificazione immediata vs futura,0.1,0.1
Economia del Comportamento (Nudge Theory),Norme sociali come incentivi economici,0.1,0.1
Economia del Comportamento (Nudge Theory),Gamification applicata al risparmio energetico,0.1,0.1
Economia del Comportamento (Nudge Theory),Psicologia delle tasse e della compliance,0.1,0.1
Economia del Comportamento (Nudge Theory),Teoria dei prospetti di Kahneman e Tversky,0.1,0.1
Economia del Comportamento (Nudge Theory),"L'impatto del ""Default"" nelle opzioni di iscrizione",0.1,0.1
Paleontologia e Vita Preistorica,Estinzioni di massa: cause e conseguenze,0.1,0.1
Paleontologia e Vita Preistorica,Evoluzione dei rettili volanti (Pterosauri),0.1,0.1
Paleontologia e Vita Preistorica,La transizione dall'acqua alla terraferma,0.1,0.1
Paleontologia e Vita Preistorica,Dinosauri piumati: il legame con gli uccelli,0.1,0.1
Paleontologia e Vita Preistorica,Paleobotanica: le prime foreste del Devoniano,0.1,0.1
Paleontologia e Vita Preistorica,Megauna del Pleistocene: mammut e tigri a denti a sciabola,0.1,0.1
Paleontologia e Vita Preistorica,Fossili a conservazione eccezionale (Lagerstätten),0.1,0.1
Paleontologia e Vita Preistorica,Paleoecologia: ricostruire gli ecosistemi del passato,0.1,0.1
Paleontologia e Vita Preistorica,L'esplosione cambriana e l'origine dei piani corporei,0.1,0.1
Paleontologia e Vita Preistorica,Analisi del DNA antico da resti fossili,0.1,0.1
Linguistica Computazionale,Algoritmi di traduzione automatica neurale,0.1,0.1
Linguistica Computazionale,Riconoscimento vocale e sintesi del parlato (TTS),0.1,0.1
Linguistica Computazionale,Analisi del sentiment sui social media,0.1,0.1
Linguistica Computazionale,Modelli linguistici di grandi dimensioni (LLM),0.1,0.1
Linguistica Computazionale,Estrazione di entità nominate (NER),0.1,0.1
Linguistica Computazionale,Word Embeddings e rappresentazione vettoriale,0.1,0.1
Linguistica Computazionale,Parsing sintattico automatico,0.1,0.1
Linguistica Computazionale,Rilevamento automatico del sarcasmo e dell'ironia,0.1,0.1
Linguistica Computazionale,Interfacce conversazionali e Chatbot,0.1,0.1
Linguistica Computazionale,Risoluzione delle ambiguità semantiche,0.1,0.1
Sociologia dei Media e della Comunicazione,Teoria dell'agenda setting: chi decide di cosa parliamo,0.1,0.1
Sociologia dei Media e della Comunicazione,Spirale del silenzio e opinione pubblica,0.1,0.1
Sociologia dei Media e della Comunicazione,Il medium è il messaggio (Marshall McLuhan),0.1,0.1
Sociologia dei Media e della Comunicazione,Parasocialità: il legame con influencer e celebrità,0.1,0.1
Sociologia dei Media e della Comunicazione,Digital Divide: disuguaglianze nell'accesso alla rete,0.1,0.1
Sociologia dei Media e della Comunicazione,Cultura partecipativa e Prosumer,0.1,0.1
Sociologia dei Media e della Comunicazione,L'impatto della TV realtà sulla percezione sociale,0.1,0.1
Sociologia dei Media e della Comunicazione,Sorveglianza liquida e società del controllo,0.1,0.1
Sociologia dei Media e della Comunicazione,Algoritmi di raccomandazione e bolle informative,0.1,0.1
Sociologia dei Media e della Comunicazione,Evoluzione della propaganda politica nei media,0.1,0.1
Idroponica e Agricoltura Verticale,Sistemi NFT (Nutrient Film Technique),0.1,0.1
Idroponica e Agricoltura Verticale,Aeroponica: coltivare nella nebbia,0.1,0.1
Idroponica e Agricoltura Verticale,Acquaponica: simbiosi tra pesci e piante,0.1,0.1
Idroponica e Agricoltura Verticale,Gestione del pH e della conducibilità elettrica (EC),0.1,0.1
Idroponica e Agricoltura Verticale,Illuminazione LED a spettro modulabile,0.1,0.1
Idroponica e Agricoltura Verticale,Controllo climatico in serre chiuse (Indoor farming),0.1,0.1
Idroponica e Agricoltura Verticale,Riduzione dell'uso di pesticidi in ambienti controllati,0.1,0.1
Idroponica e Agricoltura Verticale,Agricoltura urbana nei container,0.1,0.1
Idroponica e Agricoltura Verticale,Automazione della raccolta in verticale,0.1,0.1
Idroponica e Agricoltura Verticale,Substrati alternativi: fibra di cocco e lana di roccia,0.1,0.1
Fisica del Plasma e Fusione Nucleare,Confinamento magnetico (Tokamak e Stellarator),0.1,0.1
Fisica del Plasma e Fusione Nucleare,Confinamento inerziale tramite laser,0.1,0.1
Fisica del Plasma e Fusione Nucleare,Il progetto ITER e la cooperazione internazionale,0.1,0.1
Fisica del Plasma e Fusione Nucleare,Plasmi astrofisici: corone stellari e nebulose,0.1,0.1
Fisica del Plasma e Fusione Nucleare,"Applicazioni industriali del plasma (taglio, deposizione)",0.1,0.1
Fisica del Plasma e Fusione Nucleare,Propulsione spaziale a plasma,0.1,0.1
Fisica del Plasma e Fusione Nucleare,Instabilità del plasma e loro controllo,0.1,0.1
Fisica del Plasma e Fusione Nucleare,Fusione nucleare a freddo: realtà o mito?,0.1,0.1
Fisica del Plasma e Fusione Nucleare,Diagnostica del plasma ad alta temperatura,0.1,0.1
Fisica del Plasma e Fusione Nucleare,Il futuro dell'energia pulita e inesauribile,0.1,0.1
Psicologia Forense e Giuridica,Attendibilità della testimonianza oculare,0.1,0.1
Psicologia Forense e Giuridica,False confessioni e tecniche di interrogatorio,0.1,0.1
Psicologia Forense e Giuridica,Capacità di intendere e di volere,0.1,0.1
Psicologia Forense e Giuridica,Psicologia del dibattimento processuale,0.1,0.1
Psicologia Forense e Giuridica,Valutazione della pericolosità sociale,0.1,0.1
Psicologia Forense e Giuridica,Sindrome da alienazione parentale,0.1,0.1
Psicologia Forense e Giuridica,Mediazione familiare e penale,0.1,0.1
Psicologia Forense e Giuridica,Profilazione dell'autore di reati ignoto,0.1,0.1
Psicologia Forense e Giuridica,Vittimologia: impatto del reato sulla vittima,0.1,0.1
Psicologia Forense e Giuridica,Neuroscienze forensi: il cervello nel banco degli imputati,0.1,0.1
Architettura Vernacolare e Tradizionale,"Trulli, Sassi e architetture ipogee",0.1,0.1
Architettura Vernacolare e Tradizionale,Costruzioni in terra cruda e paglia,0.1,0.1
Architettura Vernacolare e Tradizionale,Architettura nomade: Yurte e Tepee,0.1,0.1
Architettura Vernacolare e Tradizionale,Sistemi di ventilazione naturale antichi (Torri del vento),0.1,0.1
Architettura Vernacolare e Tradizionale,L'uso della pietra a secco nel paesaggio agricolo,0.1,0.1
Architettura Vernacolare e Tradizionale,Adattamenti climatici nell'architettura alpina,0.1,0.1
Architettura Vernacolare e Tradizionale,Case a graticcio dell'Europa settentrionale,0.1,0.1
Architettura Vernacolare e Tradizionale,Palafitte e insediamenti lacustri,0.1,0.1
Architettura Vernacolare e Tradizionale,Conservazione e recupero dei borghi abbandonati,0.1,0.1
Architettura Vernacolare e Tradizionale,Materiali locali vs materiali industriali,0.1,0.1
Scienza della Birra e Distillazione,Chimica della maltazione dell'orzo,0.1,0.1
Scienza della Birra e Distillazione,Biologia dei lieviti (Saccharomyces cerevisiae e pastorianus),0.1,0.1
Scienza della Birra e Distillazione,Luppolo: acidi alfa e oli essenziali,0.1,0.1
Scienza della Birra e Distillazione,Processi di ammostamento e decotto,0.1,0.1
Scienza della Birra e Distillazione,Fermentazioni spontanee e batteri lattici,0.1,0.1
Scienza della Birra e Distillazione,Tecniche di distillazione: alambicco a colonna vs discontinuo,0.1,0.1
Scienza della Birra e Distillazione,Invecchiamento in botte e interazione col legno,0.1,0.1
Scienza della Birra e Distillazione,Analisi sensoriale e difetti tipici (off-flavors),0.1,0.1
Scienza della Birra e Distillazione,Storia delle rotte del gin e del rum,0.1,0.1
Scienza della Birra e Distillazione,"Mixology scientifica: ghiaccio, diluizione e densità",0.1,0.1
Bioinformatica e Biologia Computazionale,Sequenziamento del genoma umano e Big Data,0.1,0.1
Bioinformatica e Biologia Computazionale,Allineamento di sequenze proteiche,0.1,0.1
Bioinformatica e Biologia Computazionale,Modellazione 3D delle proteine (AlphaFold),0.1,0.1
Bioinformatica e Biologia Computazionale,Filogenetica molecolare e alberi evolutivi,0.1,0.1
Bioinformatica e Biologia Computazionale,"Database biologici (GenBank, UniProt)",0.1,0.1
Bioinformatica e Biologia Computazionale,Simulazione di dinamica molecolare,0.1,0.1
Bioinformatica e Biologia Computazionale,Analisi dell'espressione genica (RNA-Seq),0.1,0.1
Bioinformatica e Biologia Computazionale,Biologia dei sistemi: mappare le reti metaboliche,0.1,0.1
Bioinformatica e Biologia Computazionale,Algoritmi per la scoperta di nuovi farmaci (Drug discovery),0.1,0.1
Bioinformatica e Biologia Computazionale,Metagenomica: studiare il DNA ambientale,0.1,0.1
Etica delle Nuove Tecnologie,Diritti civili nel Metaverso,0.1,0.1
Etica delle Nuove Tecnologie,Responsabilità legale dei veicoli autonomi,0.1,0.1
Etica delle Nuove Tecnologie,Privacy nell'era del riconoscimento facciale massivo,0.1,0.1
Etica delle Nuove Tecnologie,Implicazioni morali del potenziamento umano (Enhancement),0.1,0.1
Etica delle Nuove Tecnologie,Bias di genere e razza negli algoritmi di selezione,0.1,0.1
Etica delle Nuove Tecnologie,Proprietà intellettuale delle opere generate da AI,0.1,0.1
Etica delle Nuove Tecnologie,Etica della sorveglianza sul posto di lavoro,0.1,0.1
Etica delle Nuove Tecnologie,Sostenibilità ambientale dei data center,0.1,0.1
Etica delle Nuove Tecnologie,Diritto all'oblio e memoria digitale permanente,0.1,0.1
Etica delle Nuove Tecnologie,Democrazia e manipolazione tramite micro-targeting,0.1,0.1
Viticoltura ed Enologia Avanzata,Influenza del suolo (pedologia) sul profilo del vino,0.1,0.1
Viticoltura ed Enologia Avanzata,Gestione della chioma e microclima del grappolo,0.1,0.1
Viticoltura ed Enologia Avanzata,"Malattie della vite: peronospora, oidio e fillossera",0.1,0.1
Viticoltura ed Enologia Avanzata,Viticoltura eroica su terrazzamenti,0.1,0.1
Viticoltura ed Enologia Avanzata,Vinificazione in anfora e vasi vinari alternativi,0.1,0.1
Viticoltura ed Enologia Avanzata,Chimica dei polifenoli e dei tannini,0.1,0.1
Viticoltura ed Enologia Avanzata,Gestione dell'ossigeno e micro-ossigenazione,0.1,0.1
Viticoltura ed Enologia Avanzata,"Vini biologici, biodinamici e naturali",0.1,0.1
Viticoltura ed Enologia Avanzata,Mercato globale del vino e denominazioni d'origine,0.1,0.1
Viticoltura ed Enologia Avanzata,Cambiamento climatico e spostamento delle zone viticole,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Chimica dell'ozono e buco nell'ozono,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Aerosol atmosferici e nucleazione delle nubi,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,"Fenomeni ottici: arcobaleni, pareli e glorie",0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Elettricità atmosferica e genesi dei fulmini,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Ionosfera e comunicazioni radio a lunga distanza,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Inquinamento transfrontaliero delle masse d'aria,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Interazione tra oceano e atmosfera,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Meteorologia dello spazio (Space Weather) e aurore,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Effetto serra e forzanti radiativi,0.1,0.1
Scienze dell'Atmosfera e Aeronomia,Strumentazione per il sondaggio verticale (Radiosonde),0.1,0.1
Psicologia del Colore e Arti Visive,Teoria del colore di Goethe vs Newton,0.1,0.1
Psicologia del Colore e Arti Visive,Percezione cromatica e fisiologia dell'occhio,0.1,0.1
Psicologia del Colore e Arti Visive,Colori simbolici nelle diverse culture,0.1,0.1
Psicologia del Colore e Arti Visive,L'uso del colore nel marketing e nel branding,0.1,0.1
Psicologia del Colore e Arti Visive,Cromoterapia: tra scienza e credenza,0.1,0.1
Psicologia del Colore e Arti Visive,Il colore nell'architettura ospedaliera e scolastica,0.1,0.1
Psicologia del Colore e Arti Visive,Pigmenti storici: dal blu oltremare ai sintetici,0.1,0.1
Psicologia del Colore e Arti Visive,Contrasti cromatici e armonia visiva,0.1,0.1
Psicologia del Colore e Arti Visive,Colore e sinestesia: sentire i colori,0.1,0.1
Psicologia del Colore e Arti Visive,Evoluzione della teoria del colore nel cinema,0.1,0.1
Futurologia e Scenari Domani,Metodologie di previsione (Metodo Delphi),0.1,0.1
Futurologia e Scenari Domani,Scenari di post-scarsità energetica,0.1,0.1
Futurologia e Scenari Domani,Transumanesimo e caricamento della mente (Mind uploading),0.1,0.1
Futurologia e Scenari Domani,Il futuro della democrazia nell'era degli algoritmi,0.1,0.1
Futurologia e Scenari Domani,Colonizzazione di pianeti extrasolari: sogni e limiti,0.1,0.1
Futurologia e Scenari Domani,Fine della privacy o trasparenza radicale?,0.1,0.1
Futurologia e Scenari Domani,Evoluzione della specie umana (Homo Optimus),0.1,0.1
Futurologia e Scenari Domani,L'impatto del primo contatto con civiltà aliene,0.1,0.1
Futurologia e Scenari Domani,Gestione delle risorse su una Terra da 10 miliardi di persone,0.1,0.1
Futurologia e Scenari Domani,"La ricerca della ""Teoria del Tutto"" in fisica",0.1,0.1
